CRIPTOATIVO;MÊS/ANO;Nº DE OPERAÇÕES;VALOR TOTAL DAS OPERAÇÕES;VALOR MÉDIO POR OPERAÇÃO
SUSHI;Setembro de 2024;1.650;260.151,94;157,67
SUSHI;Outubro de 2024;2.238;386.995,37;172,92
SUSHI;Novembro de 2024;6.019;1.214.168,15;201,72
THETA;Agosto de 2019;3;874,49;291,50
THETA;Maio de 2020;5;55.768,94;11.153,79
THETA;Junho de 2020;3;70.946,87;23.648,96
THETA;Novembro de 2020;16;11.178,48;698,66
THETA;Dezembro de 2020;17;127.387,50;7.493,38
THETA;Janeiro de 2021;12;196.650,26;16.387,52
THETA;Fevereiro de 2021;27;33.075,39;1.225,01
THETA;Março de 2021;159;2.150.143,35;13.522,91
THETA;Abril de 2021;77;565.215,55;7.340,46
THETA;Maio de 2021;55;38.941,11;708,02
THETA;Junho de 2021;6.190;5.341.398,02;862,91
THETA;Julho de 2021;6.211;5.102.358,59;821,50
THETA;Agosto de 2021;7.873;6.599.182,29;838,20
THETA;Setembro de 2021;5.662;3.974.410,48;701,94
THETA;Outubro de 2021;5.717;4.413.553,87;772,01
THETA;Novembro de 2021;3.615;2.389.482,89;660,99
THETA;Dezembro de 2021;2.237;1.327.528,77;593,44
THETA;Janeiro de 2022;2.080;948.704,87;456,11
THETA;Fevereiro de 2022;1.962;1.128.138,17;574,99
THETA;Março de 2022;1.160;534.567,21;460,83
THETA;Abril de 2022;917;443.039,36;483,14
THETA;Maio de 2022;958;362.746,53;378,65
THETA;Junho de 2022;1.601;555.090,36;346,71
THETA;Julho de 2022;1.458;455.519,82;312,43
THETA;Agosto de 2022;1.455;500.716,95;344,14
THETA;Setembro de 2022;387;164.152,49;424,17
THETA;Outubro de 2022;382;87.546,21;229,18
THETA;Novembro de 2022;317;131.348,66;414,35
THETA;Dezembro de 2022;415;45.357,91;109,30
THETA;Janeiro de 2023;456;186.158,42;408,24
THETA;Fevereiro de 2023;463;156.171,98;337,30
THETA;Março de 2023;130;18.635,00;143,35
THETA;Abril de 2023;188;36.233,27;192,73
THETA;Maio de 2023;62;6.540,98;105,50
THETA;Junho de 2023;80;6.769,41;84,62
THETA;Julho de 2023;82;6.530,20;79,64
THETA;Agosto de 2023;134;24.337,68;181,62
THETA;Setembro de 2023;65;8.104,39;124,68
THETA;Outubro de 2023;105;14.892,77;141,84
THETA;Novembro de 2023;277;70.037,84;252,84
THETA;Dezembro de 2023;341;100.562,08;294,90
THETA;Janeiro de 2024;211;57.180,65;271,00
THETA;Fevereiro de 2024;576;334.708,96;581,09
THETA;Março de 2024;1.393;657.809,26;472,22
THETA;Abril de 2024;733;363.614,44;496,06
THETA;Maio de 2024;656;302.297,04;460,82
THETA;Junho de 2024;559;222.683,40;398,36
THETA;Julho de 2024;216;51.746,09;239,57
THETA;Agosto de 2024;83;6.888,44;82,99
THETA;Setembro de 2024;145;37.843,52;260,99
THETA;Outubro de 2024;223;91.800,61;411,66
THETA;Novembro de 2024;808;700.030,93;866,37
THETA;Dezembro de 2024;1;2.532,17;2.532,17
TRX;Agosto de 2019;606;82.507,43;136,15
TRX;Setembro de 2019;688;368.796,96;536,04
TRX;Outubro de 2019;1.418;1.312.221,52;925,40
TRX;Novembro de 2019;1.208;1.306.904,67;1.081,87
TRX;Dezembro de 2019;622;322.509,74;518,50
TRX;Janeiro de 2020;1.958;545.713,65;278,71
TRX;Fevereiro de 2020;2.052;738.733,15;360,01
TRX;Março de 2020;1.808;409.256,35;226,36
TRX;Abril de 2020;1.823;765.297,31;419,80
TRX;Maio de 2020;2.886;972.892,62;337,11
TRX;Junho de 2020;2.113;664.506,07;314,48
TRX;Julho de 2020;2.779;908.337,99;326,86
TRX;Agosto de 2020;6.780;3.003.244,73;442,96
TRX;Setembro de 2020;8.941;7.335.156,98;820,40
TRX;Outubro de 2020;3.399;1.984.715,43;583,91
TRX;Novembro de 2020;4.729;2.422.484,41;512,26
TRX;Dezembro de 2020;5.347;2.732.181,90;510,97
TRX;Janeiro de 2021;14.904;8.390.864,91;562,99
TRX;Fevereiro de 2021;30.904;16.755.570,53;542,18
TRX;Março de 2021;28.262;17.201.513,52;608,64
TRX;Abril de 2021;81.644;67.963.665,25;832,44
TRX;Maio de 2021;42.009;27.639.926,86;657,95
TRX;Junho de 2021;14.653;6.861.135,42;468,24
TRX;Julho de 2021;7.319;2.840.917,33;388,16
TRX;Agosto de 2021;13.473;6.365.607,80;472,47
TRX;Setembro de 2021;13.867;8.731.266,32;629,64
TRX;Outubro de 2021;11.562;5.749.097,32;497,24
TRX;Novembro de 2021;11.931;6.069.572,49;508,72
TRX;Dezembro de 2021;7.623;2.980.685,04;391,01
TRX;Janeiro de 2022;7.882;2.474.094,69;313,89
TRX;Fevereiro de 2022;7.879;3.011.402,86;382,21
TRX;Março de 2022;7.112;2.244.571,58;315,60
TRX;Abril de 2022;7.438;2.977.190,42;400,27
TRX;Maio de 2022;12.486;6.644.917,91;532,19
TRX;Junho de 2022;10.038;6.997.014,22;697,05
TRX;Julho de 2022;7.990;3.857.001,62;482,73
TRX;Agosto de 2022;5.303;1.394.182,36;262,90
TRX;Setembro de 2022;4.487;1.100.371,62;245,24
TRX;Outubro de 2022;4.572;1.135.468,09;248,35
TRX;Novembro de 2022;4.712;1.322.542,88;280,68
TRX;Dezembro de 2022;4.497;1.100.182,23;244,65
TRX;Janeiro de 2023;3.946;955.646,17;242,18
TRX;Fevereiro de 2023;4.190;1.052.805,93;251,27
TRX;Março de 2023;15.665;2.067.029,29;131,95
TRX;Abril de 2023;21.471;1.981.216,65;92,27
TRX;Maio de 2023;13.427;1.845.106,82;137,42
TRX;Junho de 2023;11.527;1.169.722,77;101,48
TRX;Julho de 2023;10.266;1.356.283,17;132,11
TRX;Agosto de 2023;7.680;983.830,10;128,10
TRX;Setembro de 2023;4.539;1.218.162,94;268,38
TRX;Outubro de 2023;3.687;825.135,72;223,80
TRX;Novembro de 2023;4.681;1.158.487,34;247,49
TRX;Dezembro de 2023;7.623;1.715.547,39;225,05
TRX;Janeiro de 2024;19.705;2.954.273,27;149,93
TRX;Fevereiro de 2024;27.438;3.762.513,85;137,13
TRX;Março de 2024;25.240;5.249.923,38;208,00
TRX;Abril de 2024;17.296;3.427.523,41;198,17
TRX;Maio de 2024;16.904;3.045.161,11;180,14
TRX;Junho de 2024;17.104;4.253.188,62;248,67
TRX;Julho de 2024;16.925;3.884.922,40;229,54
TRX;Agosto de 2024;21.052;4.888.512,10;232,21
TRX;Setembro de 2024;17.402;3.467.597,96;199,26
TRX;Outubro de 2024;20.119;3.546.605,35;176,28
TRX;Novembro de 2024;31.520;7.020.176,27;222,72
TRX;Dezembro de 2024;1;649,58;649,58
TUSD;Agosto de 2019;3.302;1.003.540,86;303,92
TUSD;Setembro de 2019;1.886;956.419,12;507,12
TUSD;Outubro de 2019;1.794;766.533,40;427,28
TUSD;Novembro de 2019;1.012;517.848,35;511,71
TUSD;Dezembro de 2019;956;372.852,80;390,01
TUSD;Janeiro de 2020;1.316;580.027,06;440,75
TUSD;Fevereiro de 2020;1.873;1.300.052,91;694,10
TUSD;Março de 2020;2.583;2.859.037,09;1.106,87
TUSD;Abril de 2020;2.405;1.362.755,38;566,63
TUSD;Maio de 2020;4.028;3.241.146,61;804,65
TUSD;Junho de 2020;4.224;2.122.778,77;502,55
TUSD;Julho de 2020;3.507;1.351.984,67;385,51
TUSD;Agosto de 2020;4.291;1.820.152,11;424,18
TUSD;Setembro de 2020;3.078;1.507.104,25;489,64
TUSD;Outubro de 2020;4.208;1.102.052,38;261,89
TUSD;Novembro de 2020;12.352;2.693.626,97;218,07
TUSD;Dezembro de 2020;5.851;4.139.778,31;707,53
TUSD;Janeiro de 2021;8.347;4.702.427,78;563,37
TUSD;Fevereiro de 2021;11.785;4.596.384,10;390,02
TUSD;Março de 2021;13.351;4.386.096,15;328,52
TUSD;Abril de 2021;21.812;6.793.460,15;311,46
TUSD;Maio de 2021;11.407;5.209.195,83;456,67
TUSD;Junho de 2021;4.129;2.150.821,00;520,91
TUSD;Julho de 2021;2.982;1.275.440,92;427,71
TUSD;Agosto de 2021;4.194;1.465.850,01;349,51
TUSD;Setembro de 2021;2.918;1.139.397,50;390,47
TUSD;Outubro de 2021;2.767;1.140.884,79;412,32
TUSD;Novembro de 2021;2.157;954.289,32;442,42
TUSD;Dezembro de 2021;1.248;633.877,18;507,91
TUSD;Janeiro de 2022;829;594.716,78;717,39
TUSD;Fevereiro de 2022;637;389.006,50;610,69
TUSD;Março de 2022;774;334.753,49;432,50
TUSD;Abril de 2022;619;253.384,20;409,34
TUSD;Maio de 2022;591;202.817,97;343,18
TUSD;Junho de 2022;496;287.541,73;579,72
TUSD;Julho de 2022;405;174.571,38;431,04
TUSD;Agosto de 2022;464;172.944,70;372,73
TUSD;Setembro de 2022;408;318.707,76;781,15
TUSD;Outubro de 2022;375;201.023,21;536,06
TUSD;Novembro de 2022;563;208.808,69;370,89
TUSD;Dezembro de 2022;169;34.135,20;201,98
TUSD;Janeiro de 2023;190;206.263,29;1.085,60
TUSD;Fevereiro de 2023;184;94.005,15;510,90
TUSD;Março de 2023;248;289.212,62;1.166,18
TUSD;Abril de 2023;382;168.995,58;442,40
TUSD;Maio de 2023;277;222.061,12;801,66
TUSD;Junho de 2023;153;116.601,43;762,10
TUSD;Julho de 2023;211;239.765,21;1.136,33
TUSD;Agosto de 2023;170;60.887,48;358,16
TUSD;Setembro de 2023;131;60.989,14;465,57
TUSD;Outubro de 2023;165;139.279,83;844,12
TUSD;Novembro de 2023;192;92.459,87;481,56
TUSD;Dezembro de 2023;277;39.530,98;142,71
TUSD;Janeiro de 2024;309;117.923,54;381,63
TUSD;Fevereiro de 2024;486;177.681,25;365,60
TUSD;Março de 2024;890;227.440,48;255,55
TUSD;Abril de 2024;537;100.872,63;187,84
TUSD;Maio de 2024;430;81.824,21;190,29
TUSD;Junho de 2024;353;30.929,02;87,62
TUSD;Julho de 2024;297;41.656,79;140,26
TUSD;Agosto de 2024;366;74.236,59;202,83
TUSD;Setembro de 2024;271;70.361,31;259,64
TUSD;Outubro de 2024;324;69.275,56;213,81
TUSD;Novembro de 2024;640;129.610,63;202,52
UNI;Setembro de 2020;7;25,49;3,64
UNI;Outubro de 2020;5;8.380,00;1.676,00
UNI;Novembro de 2020;14;36.436,58;2.602,61
UNI;Dezembro de 2020;7;4.363,11;623,30
UNI;Janeiro de 2021;29;16.665,66;574,68
UNI;Fevereiro de 2021;60;122.594,54;2.043,24
UNI;Março de 2021;45;38.817,11;862,60
UNI;Abril de 2021;62;78.470,87;1.265,66
UNI;Maio de 2021;45.400;28.880.395,86;636,13
UNI;Junho de 2021;18.199;10.113.609,96;555,72
UNI;Julho de 2021;17.364;11.614.184,10;668,87
UNI;Agosto de 2021;40.441;43.377.059,68;1.072,60
UNI;Setembro de 2021;24.524;21.531.694,77;877,98
UNI;Outubro de 2021;23.334;16.103.056,04;690,11
UNI;Novembro de 2021;23.915;12.886.668,15;538,85
UNI;Dezembro de 2021;26.115;9.671.757,13;370,35
UNI;Janeiro de 2022;17.694;6.935.433,23;391,97
UNI;Fevereiro de 2022;9.236;3.473.421,36;376,07
UNI;Março de 2022;7.459;4.393.439,85;589,01
UNI;Abril de 2022;5.982;5.230.345,44;874,35
UNI;Maio de 2022;9.444;26.241.347,83;2.778,63
UNI;Junho de 2022;10.031;2.017.071,60;201,08
UNI;Julho de 2022;7.635;2.636.507,17;345,32
UNI;Agosto de 2022;6.040;2.423.393,19;401,22
UNI;Setembro de 2022;5.896;1.311.191,81;222,39
UNI;Outubro de 2022;28.973;2.002.454,85;69,11
UNI;Novembro de 2022;41.751;2.773.286,71;66,42
UNI;Dezembro de 2022;39.800;2.210.203,74;55,53
UNI;Janeiro de 2023;139.490;11.468.422,40;82,22
UNI;Fevereiro de 2023;114.527;11.057.814,73;96,55
UNI;Março de 2023;114.996;10.764.121,77;93,60
UNI;Abril de 2023;104.749;9.187.655,83;87,71
UNI;Maio de 2023;84.823;5.774.687,17;68,08
UNI;Junho de 2023;94.045;8.366.662,93;88,96
UNI;Julho de 2023;125.453;11.684.224,29;93,14
UNI;Agosto de 2023;141.632;14.131.862,68;99,78
UNI;Setembro de 2023;72.603;6.420.147,10;88,43
UNI;Outubro de 2023;134.291;11.506.631,95;85,68
UNI;Novembro de 2023;181.795;28.651.465,77;157,60
UNI;Dezembro de 2023;212.583;28.306.295,13;133,15
UNI;Janeiro de 2024;191.692;22.663.505,30;118,23
UNI;Fevereiro de 2024;221.706;47.265.996,11;213,19
UNI;Março de 2024;357.594;97.080.231,71;271,48
UNI;Abril de 2024;200.875;46.014.520,75;229,07
UNI;Maio de 2024;182.880;45.125.812,75;246,75
UNI;Junho de 2024;230.400;97.494.179,31;423,15
UNI;Julho de 2024;146.656;51.307.546,30;349,85
UNI;Agosto de 2024;130.307;37.438.186,73;287,31
UNI;Setembro de 2024;141.377;28.233.459,99;199,70
UNI;Outubro de 2024;176.041;50.498.957,06;286,86
UNI;Novembro de 2024;426.209;224.825.300,13;527,50
UNI;Dezembro de 2024;4;2.889,80;722,45
USDC;Novembro de 2019;3;760.520,00;253.506,67
USDC;Dezembro de 2019;2;86.348,00;43.174,00
USDC;Janeiro de 2020;3;1.542,11;514,04
USDC;Fevereiro de 2020;9;3.217,77;357,53
USDC;Março de 2020;34;31.473,33;925,69
USDC;Abril de 2020;765;244.558,91;319,68
USDC;Maio de 2020;6.632;3.560.540,45;536,87
USDC;Junho de 2020;19.766;9.901.481,25;500,94
USDC;Julho de 2020;22.097;8.748.662,71;395,92
USDC;Agosto de 2020;19.657;176.598.792,38;8.984,02
USDC;Setembro de 2020;14.776;204.641.845,20;13.849,61
USDC;Outubro de 2020;9.207;413.058.494,61;44.863,53
USDC;Novembro de 2020;24.362;623.845.992,28;25.607,34
USDC;Dezembro de 2020;26.934;635.658.211,24;23.600,59
USDC;Janeiro de 2021;52.714;622.086.551,60;11.801,16
USDC;Fevereiro de 2021;51.329;735.853.126,24;14.336,01
USDC;Março de 2021;57.084;659.810.301,72;11.558,59
USDC;Abril de 2021;71.807;798.056.751,35;11.113,91
USDC;Maio de 2021;54.037;926.646.602,01;17.148,37
USDC;Junho de 2021;26.167;1.199.368.273,77;45.835,15
USDC;Julho de 2021;22.013;1.346.638.368,69;61.174,69
USDC;Agosto de 2021;32.642;1.141.438.772,46;34.968,41
USDC;Setembro de 2021;36.546;837.038.000,08;22.903,68
USDC;Outubro de 2021;43.299;360.874.478,21;8.334,48
USDC;Novembro de 2021;42.526;672.117.790,13;15.804,87
USDC;Dezembro de 2021;38.327;401.789.186,70;10.483,19
USDC;Janeiro de 2022;30.359;1.109.441.347,01;36.544,07
USDC;Fevereiro de 2022;25.235;1.035.686.977,29;41.041,69
USDC;Março de 2022;26.403;795.497.855,53;30.129,07
USDC;Abril de 2022;24.045;627.727.952,63;26.106,38
USDC;Maio de 2022;29.035;1.057.938.564,70;36.436,66
USDC;Junho de 2022;24.561;848.978.693,90;34.566,13
USDC;Julho de 2022;30.112;1.029.213.459,80;34.179,51
USDC;Agosto de 2022;26.244;530.620.670,20;20.218,74
USDC;Setembro de 2022;131.669;354.537.893,87;2.692,65
USDC;Outubro de 2022;110.503;453.168.392,56;4.100,96
USDC;Novembro de 2022;91.111;781.746.797,58;8.580,16
USDC;Dezembro de 2022;79.619;988.295.991,29;12.412,82
USDC;Janeiro de 2023;86.450;793.522.331,15;9.178,97
USDC;Fevereiro de 2023;77.034;634.321.933,35;8.234,31
USDC;Março de 2023;49.083;435.407.923,30;8.870,85
USDC;Abril de 2023;28.708;419.277.601,39;14.604,90
USDC;Maio de 2023;53.726;1.037.807.699,44;19.316,68
USDC;Junho de 2023;47.362;1.139.606.596,92;24.061,62
USDC;Julho de 2023;39.943;1.056.808.295,19;26.457,91
USDC;Agosto de 2023;46.317;1.275.448.373,43;27.537,37
USDC;Setembro de 2023;26.074;1.099.970.844,02;42.186,50
USDC;Outubro de 2023;34.335;1.136.582.161,00;33.102,73
USDC;Novembro de 2023;56.402;1.207.626.930,80;21.411,07
USDC;Dezembro de 2023;322.141;868.045.228,27;2.694,61
USDC;Janeiro de 2024;59.131;1.310.350.406,21;22.160,13
USDC;Fevereiro de 2024;187.261;1.076.746.132,52;5.749,98
USDC;Março de 2024;515.474;1.663.568.085,03;3.227,26
USDC;Abril de 2024;487.479;1.361.260.194,37;2.792,45
USDC;Maio de 2024;417.724;825.998.702,34;1.977,38
USDC;Junho de 2024;560.853;1.327.859.158,67;2.367,57
USDC;Julho de 2024;567.190;1.241.334.228,26;2.188,57
USDC;Agosto de 2024;546.871;1.103.111.390,83;2.017,13
USDC;Setembro de 2024;1.096.393;1.385.025.907,92;1.263,26
USDC;Outubro de 2024;1.251.063;1.425.200.778,45;1.139,19
USDC;Novembro de 2024;1.854.009;847.160.311,10;456,93
USDC;Dezembro de 2024;6.290;101.268,64;16,10
USDP;Setembro de 2021;3;131.462,79;43.820,93
USDP;Outubro de 2021;4;141.289,88;35.322,47
USDP;Novembro de 2021;289;42.434,69;146,83
USDP;Dezembro de 2021;614.967;11.275.767,10;18,34
USDP;Janeiro de 2022;437.231;9.922.529,52;22,69
USDP;Fevereiro de 2022;275.267;7.801.997,74;28,34
USDP;Março de 2022;313.499;9.809.257,43;31,29
USDP;Abril de 2022;342.811;8.907.180,60;25,98
USDP;Maio de 2022;311.128;8.568.396,37;27,54
USDP;Junho de 2022;214.770;5.193.771,26;24,18
USDP;Julho de 2022;168.623;5.213.430,43;30,92
USDP;Agosto de 2022;217.999;5.096.282,72;23,38
USDP;Setembro de 2022;318.448;5.409.690,43;16,99
USDP;Outubro de 2022;183.941;6.701.439,03;36,43
USDP;Novembro de 2022;170.435;8.327.240,12;48,86
USDP;Dezembro de 2022;134.206;5.085.125,06;37,89
USDP;Janeiro de 2023;167.980;10.916.518,56;64,99
USDP;Fevereiro de 2023;139.349;4.577.524,09;32,85
USDP;Março de 2023;155.808;4.776.471,69;30,66
USDP;Abril de 2023;114.395;6.922.765,72;60,52
USDP;Maio de 2023;102.916;3.300.700,75;32,07
USDP;Junho de 2023;96.930;4.187.901,28;43,21
USDP;Julho de 2023;120.239;3.522.440,86;29,30
USDP;Agosto de 2023;145.790;4.320.789,78;29,64
USDP;Setembro de 2023;89.000;2.803.731,32;31,50
USDP;Outubro de 2023;97.647;3.217.011,52;32,95
USDP;Novembro de 2023;88.272;5.329.624,11;60,38
USDP;Dezembro de 2023;210.892;4.433.065,14;21,02
USDP;Janeiro de 2024;86.925;3.624.848,53;41,70
USDP;Fevereiro de 2024;74.118;2.360.505,48;31,85
USDP;Março de 2024;95.054;3.271.247,02;34,41
USDP;Abril de 2024;95.956;4.235.877,66;44,14
USDP;Maio de 2024;72.674;3.304.891,38;45,48
USDP;Junho de 2024;81.705;3.900.329,59;47,74
USDP;Julho de 2024;76.519;3.855.220,49;50,38
USDP;Agosto de 2024;1.420;356.886,23;251,33
USDP;Setembro de 2024;429;51.386,06;119,78
USDP;Outubro de 2024;768;74.744,25;97,32
USDP;Novembro de 2024;1.505;140.038,30;93,05
USDT;Agosto de 2019;2.275;25.288.737,20;11.115,93
USDT;Setembro de 2019;4.319;50.624.460,93;11.721,34
USDT;Outubro de 2019;13.570;110.900.835,82;8.172,50
USDT;Novembro de 2019;4.877;132.570.207,59;27.182,74
USDT;Dezembro de 2019;1.761;415.472.650,33;235.929,95
USDT;Janeiro de 2020;3.757;557.167.085,59;148.301,06
USDT;Fevereiro de 2020;6.344;669.078.377,12;105.466,33
USDT;Março de 2020;7.650;667.717.268,44;87.283,30
USDT;Abril de 2020;8.925;91.243.796,91;10.223,39
USDT;Maio de 2020;16.830;268.506.594,38;15.954,05
USDT;Junho de 2020;22.812;1.455.582.756,43;63.807,77
USDT;Julho de 2020;39.312;3.171.267.023,25;80.669,19
USDT;Agosto de 2020;33.797;2.107.079.523,70;62.345,16
USDT;Setembro de 2020;40.423;2.751.989.339,15;68.079,79
USDT;Outubro de 2020;38.960;2.924.535.832,00;75.065,09
USDT;Novembro de 2020;49.691;4.455.302.669,23;89.660,15
USDT;Dezembro de 2020;57.083;5.094.251.421,08;89.242,88
USDT;Janeiro de 2021;71.106;3.362.629.093,46;47.290,37
USDT;Fevereiro de 2021;259.832;3.390.722.591,96;13.049,67
USDT;Março de 2021;106.602;3.589.685.440,61;33.673,72
USDT;Abril de 2021;106.167;5.522.403.714,40;52.016,20
USDT;Maio de 2021;117.825;6.582.288.296,19;55.864,95
USDT;Junho de 2021;80.083;7.291.106.935,96;91.044,38
USDT;Julho de 2021;69.115;6.404.091.375,19;92.658,49
USDT;Agosto de 2021;72.726;5.280.905.747,41;72.613,72
USDT;Setembro de 2021;76.627;4.421.326.583,67;57.699,33
USDT;Outubro de 2021;67.843;4.204.827.297,16;61.978,79
USDT;Novembro de 2021;74.677;8.918.257.203,97;119.424,42
USDT;Dezembro de 2021;74.807;7.819.992.300,50;104.535,57
USDT;Janeiro de 2022;79.361;8.970.897.743,00;113.039,12
USDT;Fevereiro de 2022;95.489;7.610.127.821,66;79.696,38
USDT;Março de 2022;107.479;8.017.127.142,83;74.592,50
USDT;Abril de 2022;116.476;8.983.305.834,74;77.125,81
USDT;Maio de 2022;112.456;11.232.106.246,99;99.880,01
USDT;Junho de 2022;98.824;9.793.913.457,80;99.104,60
USDT;Julho de 2022;123.951;9.254.634.546,09;74.663,65
USDT;Agosto de 2022;135.629;10.974.108.805,06;80.912,70
USDT;Setembro de 2022;129.111;8.875.099.892,31;68.740,08
USDT;Outubro de 2022;152.866;11.086.052.867,03;72.521,38
USDT;Novembro de 2022;163.488;12.067.447.531,74;73.812,44
USDT;Dezembro de 2022;180.042;11.034.951.028,16;61.290,98
USDT;Janeiro de 2023;195.088;14.455.412.727,02;74.096,88
USDT;Fevereiro de 2023;174.687;13.025.735.653,17;74.566,14
USDT;Março de 2023;219.758;17.347.304.568,71;78.938,22
USDT;Abril de 2023;227.325;19.655.645.220,37;86.464,95
USDT;Maio de 2023;257.919;15.073.708.990,83;58.443,58
USDT;Junho de 2023;294.239;18.019.477.693,97;61.240,96
USDT;Julho de 2023;256.448;19.064.541.067,24;74.340,77
USDT;Agosto de 2023;300.401;20.490.163.841,00;68.209,37
USDT;Setembro de 2023;244.015;14.188.434.580,23;58.145,75
USDT;Outubro de 2023;324.664;18.416.042.139,30;56.723,39
USDT;Novembro de 2023;361.892;18.646.560.113,30;51.525,21
USDT;Dezembro de 2023;406.535;20.720.448.037,35;50.968,42
USDT;Janeiro de 2024;432.733;21.643.290.006,65;50.015,34
USDT;Fevereiro de 2024;431.434;14.762.606.565,08;34.217,53
USDT;Março de 2024;814.972;18.742.423.292,24;22.997,63
USDT;Abril de 2024;698.119;20.026.029.131,09;28.685,70
USDT;Maio de 2024;673.764;20.919.859.933,95;31.049,24
USDT;Junho de 2024;593.359;19.613.563.505,56;33.055,14
USDT;Julho de 2024;701.785;20.977.710.343,55;29.891,93
USDT;Agosto de 2024;745.435;18.634.631.066,44;24.998,33
USDT;Setembro de 2024;867.215;22.098.791.671,26;25.482,48
USDT;Outubro de 2024;683.585;19.111.513.987,79;27.957,77
USDT;Novembro de 2024;796.853;13.503.518.552,13;16.946,06
USDT;Dezembro de 2024;1.859;14.669.202,63;7.890,91
VET;Maio de 2020;1;10,37;10,37
VET;Agosto de 2020;2;106.507,75;53.253,88
VET;Setembro de 2020;1;100,00;100,00
VET;Novembro de 2020;5;1.776,38;355,28
VET;Dezembro de 2020;3;189,61;63,20
VET;Janeiro de 2021;17;26.451,56;1.555,97
VET;Fevereiro de 2021;39;52.942,88;1.357,51
VET;Março de 2021;121;90.071,69;744,39
VET;Abril de 2021;173;466.461,51;2.696,31
VET;Maio de 2021;103;154.439,95;1.499,42
VET;Junho de 2021;7.922;3.460.044,33;436,76
VET;Julho de 2021;5.123;2.607.801,96;509,04
VET;Agosto de 2021;12.931;8.461.862,47;654,39
VET;Setembro de 2021;10.743;7.495.579,67;697,72
VET;Outubro de 2021;16.526;14.061.459,07;850,87
VET;Novembro de 2021;14.892;12.252.643,05;822,77
VET;Dezembro de 2021;5.505;2.453.891,60;445,76
VET;Janeiro de 2022;3.470;1.181.781,86;340,57
VET;Fevereiro de 2022;1.935;634.642,79;327,98
VET;Março de 2022;4.584;2.115.008,15;461,39
VET;Abril de 2022;2.032;788.280,38;387,93
VET;Maio de 2022;2.533;576.074,36;227,43
VET;Junho de 2022;1.816;371.924,62;204,80
VET;Julho de 2022;1.340;324.972,18;242,52
VET;Agosto de 2022;1.562;441.363,66;282,56
VET;Setembro de 2022;1.201;262.963,85;218,95
VET;Outubro de 2022;670;103.527,80;154,52
VET;Novembro de 2022;1.272;244.083,46;191,89
VET;Dezembro de 2022;708;76.663,86;108,28
VET;Janeiro de 2023;1.654;249.009,62;150,55
VET;Fevereiro de 2023;1.735;347.354,87;200,20
VET;Março de 2023;1.215;189.822,49;156,23
VET;Abril de 2023;806;130.061,61;161,37
VET;Maio de 2023;696;90.191,55;129,59
VET;Junho de 2023;1.096;131.155,10;119,67
VET;Julho de 2023;794;85.650,42;107,87
VET;Agosto de 2023;822;88.404,58;107,55
VET;Setembro de 2023;1.026;87.925,69;85,70
VET;Outubro de 2023;1.135;107.678,74;94,87
VET;Novembro de 2023;8.488;589.561,59;69,46
VET;Dezembro de 2023;24.530;1.646.375,16;67,12
VET;Janeiro de 2024;6.472;485.427,93;75,00
VET;Fevereiro de 2024;30.911;2.611.359,92;84,48
VET;Março de 2024;289.683;12.825.129,64;44,27
VET;Abril de 2024;132.670;4.004.808,62;30,19
VET;Maio de 2024;29.215;1.183.846,65;40,52
VET;Junho de 2024;33.381;1.347.656,08;40,37
VET;Julho de 2024;10.231;744.281,41;72,75
VET;Agosto de 2024;28.578;1.025.827,64;35,90
VET;Setembro de 2024;9.786;1.115.300,52;113,97
VET;Outubro de 2024;3.304;343.967,30;104,11
VET;Novembro de 2024;9.206;1.183.102,27;128,51
VET;Dezembro de 2024;2;7.743,22;3.871,61
WAVES;Agosto de 2019;1;1.500,00;1.500,00
WAVES;Setembro de 2019;3;372,79;124,26
WAVES;Outubro de 2019;16;3.410,17;213,14
WAVES;Novembro de 2019;1;26,96;26,96
WAVES;Dezembro de 2019;2;99,23;49,62
WAVES;Janeiro de 2020;8;1.500,00;187,50
WAVES;Fevereiro de 2020;14;7.468,17;533,44
WAVES;Março de 2020;4;2.837,68;709,42
WAVES;Abril de 2020;5;3.337,33;667,47
WAVES;Maio de 2020;13;6.050,79;465,45
WAVES;Junho de 2020;20;16.003,20;800,16
WAVES;Julho de 2020;3.208;1.976.828,54;616,22
WAVES;Agosto de 2020;14.809;13.987.342,86;944,52
WAVES;Setembro de 2020;3.725;2.790.397,14;749,10
WAVES;Outubro de 2020;3.134;2.301.930,38;734,50
WAVES;Novembro de 2020;6.569;6.660.087,33;1.013,87
WAVES;Dezembro de 2020;5.893;5.258.232,05;892,28
WAVES;Janeiro de 2021;8.625;6.791.511,29;787,42
WAVES;Fevereiro de 2021;12.872;8.561.411,44;665,12
WAVES;Março de 2021;8.997;6.230.769,73;692,54
WAVES;Abril de 2021;25.748;25.156.421,93;977,02
WAVES;Maio de 2021;33.342;48.522.752,70;1.455,30
WAVES;Junho de 2021;7.494;10.195.528,45;1.360,49
WAVES;Julho de 2021;4.185;5.258.634,88;1.256,54
WAVES;Agosto de 2021;6.801;5.913.198,34;869,46
WAVES;Setembro de 2021;4.549;4.147.720,47;911,79
WAVES;Outubro de 2021;4.351;4.044.983,46;929,67
WAVES;Novembro de 2021;2.214;1.570.954,98;709,56
WAVES;Dezembro de 2021;2.105;1.363.406,85;647,70
WAVES;Janeiro de 2022;1.377;698.086,70;506,96
